State,CD #,Year,Reock,Rating,Polsby-Popper,Rating.1,KIWYSI Score,CD 2022 Total Votes,CD 2022 D Votes,CD 2022 R Votes,CD 2024 Total Votes,CD 2024 D Votes,CD 2024 R Votes,Voting Age Total Population (VAP),White VAP,Hispanic VAP,Black VAP,Asian VAP,Native American VAP,Pacific VAP,Total Population,White Population,Hispanic Population,Black Population,Asian Population,Native American Population,Pacific Population,Pres 2020 Total Votes,Pres 2020 D Votes,Pres 2020 R Votes,Pres 2024 Total Votes,Pres 2024 D Votes,Pres 2024 R Votes
KY,3,2022,0.36,45,0.42,81,66,259587,160920,98637,327864,203100,124713,589875,387039,40407,129992,22118,11076,992,750973,464663,57964,184725,31128,14618,1442,365925,220409,138631,332660,194712,131797
KY,4,2022,0.19,0,0.15,12,11,257629,79977,167541,279517,0,278386,569659,504457,19158,22964,8545,11761,897,750973,650045,31879,36784,12875,16215,1374,375259,122873,245599,375012,117644,250916
KY,5,2022,0.4,58,0.27,43,53,216270,38549,177712,261407,0,261407,585793,551365,7471,11524,3115,10688,324,750973,703679,11449,15860,4425,13621,542,327434,64518,258770,316791,55275,257630
KY,6,2022,0.44,75,0.25,38,52,246818,83005,154762,352638,130345,222293,583676,472523,29303,53120,16101,11651,1407,750972,589410,46565,77257,22088,15295,1666,363040,158022,197774,355813,147751,201182
LA,1,2022,0.46,85,0.16,15,35,244044,61467,177670,,,,601559,420268,65811,81105,18342,17914,732,776268,520237,93429,115838,25141,25598,1063,372802,109242,256622,357326,106285,244505
LA,2,2022,0.15,0,0.06,0,1,205047,158120,46927,,,,600203,179129,47041,352018,19606,9069,665,776317,209995,67228,473236,24832,11832,904,360636,272553,82116,319190,233784,78951
LA,3,2022,0.33,30,0.28,45,55,224552,44813,174864,,,,586488,392996,27487,144434,11908,9868,629,776275,500016,41065,205820,16752,13683,921,352153,106734,239328,336139,96713,234794
LA,4,2022,0.34,38,0.16,14,25,1,0,1,,,,591095,343535,24043,199907,8679,15045,1026,776333,432275,35242,277767,12247,20484,1608,351691,130826,215522,323298,113536,205856
LA,5,2022,0.36,43,0.12,6,20,223553,54532,169021,,,,597389,360144,21569,196617,7734,11631,581,776277,449630,29500,272728,10140,15683,874,350573,120688,224733,323545,103851,215746
LA,6,2022,0.45,81,0.07,0,20,235928,0,205219,,,,593814,386038,37711,141688,16678,11378,527,776287,484549,56085,197730,22724,15848,730,360207,115991,237455,347477,112701,228653
LA,1,2024,0.49,95,0.15,14,33,,,,357720,85911,265028,603907,432097,64365,76646,18020,14279,708,776327,535770,90968,108188,24737,19877,1021,387504,114481,265761,376557,112920,256662
LA,2,2024,0.2,0,0.11,2,12,,,,305184,216491,88693,598204,217823,51406,305124,20319,9907,682,776316,260930,74305,412387,26015,13140,946,355067,237958,111289,320161,207146,106785
LA,3,2024,0.25,0,0.18,20,33,,,,320682,81157,239525,588557,400099,29021,132825,12454,14686,620,776287,506088,43292,189998,17466,21275,914,352293,98140,248217,335590,89993,241083
LA,4,2024,0.41,63,0.08,0,29,,,,306248,0,306248,593646,416483,27348,122168,10472,16438,1060,776302,530753,39630,169212,14693,22411,1664,357977,87747,264726,336551,78192,254317
LA,5,2024,0.32,30,0.08,0,8,,,,319851,82981,236870,597217,387349,26564,160995,11287,10573,552,776285,484005,38166,225122,15094,14265,814,345629,111210,228783,323864,100557,218462
LA,6,2024,0.12,0,0.05,0,1,,,,296033,184296,111737,589017,228259,24958,318011,10395,9022,538,776240,279156,36188,438212,13831,12160,741,349592,206498,137000,314252,178062,131196
MA,1,2022,0.28,12,0.26,41,44,263651,157635,98386,385005,223325,0,625152,457747,98662,45708,17184,10946,1072,781103,542205,145763,66014,23437,14638,1472,394516,235201,150047,381359,211784,160045
MA,2,2022,0.26,4,0.2,26,32,280071,180639,91956,389337,251441,0,626463,462756,60158,40727,48770,8623,755,781101,552952,86964,58670,65529,11513,1086,397528,254519,132540,384958,231966,141308
MA,3,2022,0.22,0,0.21,27,31,251389,154496,88585,362678,264698,0,611501,393019,119115,38672,52040,8601,1049,781102,473766,170217,54868,71810,11614,1392,374196,233535,131371,358902,208626,140854
MA,4,2022,0.42,68,0.18,19,26,291569,201882,0,411578,289347,0,615677,496109,31266,28391,43962,5901,699,781103,608591,47651,42292,61971,8280,972,418353,263665,145116,406811,237730,158054
MA,5,2022,0.25,0,0.18,19,25,284881,203994,71491,379701,286689,0,631188,422500,59266,39564,87296,5787,727,781101,504362,81745,52735,113440,7738,955,401879,298874,94414,374885,265591,97371
MA,6,2022,0.45,80,0.38,69,67,323032,198119,110770,438573,321186,0,624046,496648,57360,27150,32796,6595,628,781101,598923,84783,39093,45694,8995,914,452222,283227,158964,433167,255729,166654
MA,7,2022,0.27,8,0.09,0,3,189830,151825,27129,283194,232094,0,653761,275583,126572,158657,90316,9098,1292,781102,302053,171010,206558,102587,11644,1571,316358,269379,41247,280351,222689,47009
MA,8,2022,0.33,31,0.13,8,19,284583,189987,82126,397767,265432,110638,637174,440369,38201,78579,65087,5796,798,781102,517990,53050,108481,83144,7729,1058,416707,277345,130314,393116,242627,139502
MA,9,2022,0.56,100,0.26,39,52,342455,197823,136347,465097,251931,193822,638761,544254,30908,28865,10669,8589,765,781102,648055,46502,41155,14872,11889,1016,459400,266298,183106,460119,249776,200506
MD,1,2022,0.36,45,0.36,66,51,293358,126511,159673,414680,154985,246356,607726,455671,27377,94079,18575,11674,912,771925,556865,43036,130577,26324,15712,1346,412885,171274,230936,427049,171555,243356
MD,2,2022,0.25,0,0.19,21,32,268434,158998,109075,384794,223797,152079,606852,378642,30831,147706,41572,9439,678,771926,458101,46530,200303,56186,12369,998,394208,232384,150935,395335,227251,154851
MD,3,2022,0.26,3,0.27,41,45,291602,175514,115801,399200,236681,151186,593206,359531,45052,109182,70477,10871,1065,771925,440188,69306,153103,99064,14220,1543,417218,255269,149735,416995,249542,151360
MD,4,2022,0.35,42,0.23,33,36,160009,144168,15441,270970,239596,30454,599171,73778,131605,358207,38436,14951,1069,771925,82172,193821,451323,46901,15843,1305,304435,271634,26252,283398,240880,33369
MD,5,2022,0.4,61,0.34,61,55,276920,182478,94000,418603,283619,133985,597544,272785,36063,256656,25284,13369,1310,771924,338267,55443,334313,35545,17866,1991,419204,280869,128856,431467,280941,138217
MD,6,2022,0.15,0,0.11,3,5,256398,140295,115771,376624,199788,175974,600128,381499,69774,83444,56660,11796,974,771926,466291,103695,114854,77692,14787,1418,373942,200390,163854,390367,200059,177663
MD,7,2022,0.24,0,0.28,44,41,184801,151640,32737,290137,232849,49799,610826,198323,43910,334297,29375,11233,842,771926,229512,65598,433275,35011,13640,1046,312583,251744,54311,303970,236114,58120
MD,8,2022,0.59,100,0.31,53,61,264206,211842,47965,380320,292101,77821,599749,281131,107650,109418,96180,10300,999,771926,341867,152244,146611,126121,12307,1382,402553,321459,71532,389753,296235,78614
ME,1,2022,0.28,13,0.16,15,19,358138,219753,129263,439567,249798,154849,557050,507050,10166,13089,11477,10033,576,681179,609297,15016,20868,16273,13311,800,430149,258033,159936,"433,356","258,863","165,214"
ME,2,2022,0.53,100,0.29,49,58,656104,165136,146142,402936,197151,194445,553035,510454,7490,8871,6534,14772,572,681180,618967,11593,15436,9200,20191,819,389220,177037,200831,"397,438","176,789","212,763"
MI,1,2022,0.3,21,0.36,65,68,388599,145403,233094,477184,180937,282264,633080,575217,10255,8525,5386,28298,678,775375,693536,15847,12086,7680,40338,1098,465110,182980,274976,"485,753","187,850","290,869"
MI,2,2022,0.49,97,0.4,74,67,339521,116452,216222,428550,135824,279167,606868,541129,23154,16673,5161,15972,480,774997,680601,36060,22794,7723,22360,807,414576,145232,262161,"441,509","151,066","283,908"
MI,3,2022,0.24,0,0.27,43,49,338988,185989,142229,420289,225510,183952,597448,442096,52640,70012,20945,12616,678,775414,543947,82760,105280,29900,17973,1063,416867,222082,186676,"427,349","226,857","193,356"
MI,4,2022,0.33,32,0.37,67,64,338348,143690,183936,425817,184641,234489,593972,465772,41861,53347,17493,13886,642,774600,581638,66314,82080,25242,19716,967,417546,196710,213174,"434,160","201,773","225,809"
MI,5,2022,0.14,0,0.22,31,45,317258,110946,198020,409876,134282,269215,606306,525147,25025,29565,7358,15067,474,774544,654497,40121,44448,10674,20861,708,405858,150373,248444,"422,272","151,092","265,192"
MI,6,2022,0.32,29,0.37,68,58,366927,241759,125167,453306,281162,158658,619426,442928,26864,67116,68823,11145,730,775273,536084,38423,91635,92062,14831,1018,456476,286129,164372,"464,014","280,089","171,949"
MI,7,2022,0.43,72,0.51,100,93,372708,192809,172624,450912,209959,226722,611160,501351,29147,41539,23008,13356,722,775238,619440,43903,61098,31172,18187,1026,447468,221984,217748,"462,734","224,740","230,678"
MI,8,2022,0.49,97,0.45,89,68,335829,178322,143850,424350,217490,189317,606390,462261,26926,91882,9005,14019,494,775229,569036,41495,132430,12571,18983,796,429210,215709,206999,"433,716","209,502","218,093"
MI,9,2022,0.57,100,0.55,100,88,372922,123702,238300,468238,138138,312593,606770,543625,19068,16550,10076,12316,367,774962,681480,29890,25456,15113,17123,576,464802,160625,297506,"487,198","161,552","319,082"
MI,10,2022,0.39,55,0.45,87,69,326237,157602,159202,425301,191363,217437,620272,469713,15848,81191,40047,10323,529,775218,563998,23457,116066,54707,13855,765,429829,209969,214177,"436,216","199,324","227,882"
MI,11,2022,0.42,66,0.41,78,72,366179,224537,141642,447925,260780,177432,624065,442233,27866,84964,56976,9546,508,775568,529713,41334,113756,76277,12795,688,462264,273913,182216,"460,276","262,389","188,361"
MI,12,2022,0.6,100,0.49,97,84,277577,196643,72888,363499,253354,92490,596111,282914,17013,272419,15570,9492,504,775247,356248,25253,363437,20578,12651,730,387387,285421,97504,"374,126","249,017","106,983"
MI,13,2022,0.17,0,0.25,39,33,234444,166650,56187,321649,220788,78917,592734,234410,51978,277723,20592,12435,697,775666,285433,79565,373556,28229,16785,1013,340833,252919,83911,"333,169","231,273","94,471"
MN,1,2022,0.17,0,0.24,36,47,296547,0,159621,377601,0,220929,549351,470076,31285,20105,17666,7832,822,713311,587883,51121,34801,25845,11506,1278,389730,172290,208063,389557,167186,213794
MN,2,2022,0.35,38,0.35,62,65,325472,165583,148576,417319,231751,175621,535271,422973,34031,32860,33070,9432,765,713312,536985,54131,56813,48872,14352,1182,422175,221065,190867,426655,220555,195780
MN,3,2022,0.52,100,0.29,47,51,333921,198883,134797,411140,0,170427,549165,416013,23791,49858,48773,8405,638,713311,509159,37414,80728,72348,12278,968,435974,258519,167389,424914,251791,161935
MN,4,2022,0.45,80,0.52,100,93,295973,200055,95493,361043,242802,117618,549351,372953,34272,60639,70316,11373,893,713312,443863,52740,95983,108161,16493,1326,397840,268899,119665,378602,251495,117085
MN,5,2022,0.6,100,0.45,88,79,288206,214224,70702,351047,261066,86213,571885,373926,48922,94621,40674,16034,906,713312,427555,72377,142909,54149,22548,1249,398002,319421,69139,369401,292800,65271
MN,6,2022,0.41,63,0.22,30,32,319767,0,198145,416496,0,260095,528178,458504,16060,22856,18453,8485,596,713312,599561,26489,41293,28577,12815,917,414967,165870,238883,431989,168595,253243
MN,7,2022,0.38,53,0.17,18,34,305866,0,204766,390510,0,275098,544716,493732,22080,8837,5994,11372,890,713312,628503,37738,16383,9584,18421,1514,396627,128550,260006,401008,123652,269504
MN,8,2022,0.33,31,0.25,39,40,330080,0,188755,421606,0,244498,561116,500876,8326,9010,6585,31414,581,713312,620371,13630,14736,10168,49238,953,421856,182463,230053,431794,180905,242420
MO,1,2022,0.57,100,0.31,53,57,220958,160999,53767,307265,233312,56453,609403,269712,24298,276602,28909,10854,674,769364,311031,34901,376003,36230,13971,904,355022,278286,71041,314564,244276,64565
MO,2,2022,0.41,65,0.29,48,55,315666,135895,173277,428392,182056,233444,598975,515223,15934,21993,30458,10994,542,769364,647653,24634,32977,43626,15209,819,438874,198772,232826,434594,196301,230858
MO,3,2022,0.3,20,0.15,13,24,277597,96851,180746,392463,138532,240620,601259,518582,16694,31568,14850,14859,823,769364,650510,25268,47096,20924,20139,1269,398364,143368,247447,404749,145345,253502
MO,4,2022,0.51,100,0.3,49,59,255079,67069,181890,365696,96568,259886,589494,502063,23774,29530,9692,19517,1844,769364,641000,37040,45589,13948,26597,2962,373429,109083,257010,375996,106422,264765
MO,5,2022,0.42,68,0.4,74,69,230555,140688,84008,331929,199900,120957,597387,369638,56750,134105,18878,18759,2607,769364,445232,86205,190606,25865,25187,4174,350530,217868,125645,335944,204302,125669
MO,6,2022,0.25,0,0.28,44,54,262892,72253,184865,375186,100999,265210,588295,516577,18642,24667,8558,15441,1582,769364,663432,29400,37873,12632,20970,2658,377876,115550,255750,383568,114947,263985
MO,7,2022,0.45,81,0.5,99,94,251947,67485,178592,367868,96655,263231,594947,505834,29527,15694,11381,27157,2661,769365,636951,47001,25660,16582,37210,4168,364372,103422,254241,376524,105653,266226
MO,8,2022,0.43,70,0.26,40,46,245395,53738,186472,356064,77649,271249,595852,526013,11554,28048,6779,18170,593,769364,668098,18619,42819,9529,24152,916,366690,86665,274776,369388,83353,282416
MO,1,2026,0.57,100,0.46,91,73,,,,,,,609962,275838,24149,274562,25535,10938,665,769364,318770,34678,373011,31648,14081,887,356554,280382,70459,316509,246418,64299
MO,2,2026,0.54,100,0.4,76,69,,,,,,,603006,518559,14600,21318,31414,12109,540,769364,648395,22242,31657,44611,16409,833,429923,187579,235264,420917,182976,230848
MO,3,2026,0.36,43,0.35,62,63,,,,,,,594774,501879,18809,37578,18178,14093,800,769364,634019,28760,56762,25692,19241,1212,397528,158177,231359,406941,159749,240977
MO,4,2026,0.39,57,0.33,58,58,,,,,,,599570,489976,28651,45836,13340,18658,1447,769364,613869,42681,66422,18319,25444,2411,392866,155951,229889,395017,153232,236509
MO,5,2026,0.29,17,0.2,25,34,,,,,,,588634,411612,41398,105776,9492,18585,2536,769364,515400,65069,150123,13549,25018,3887,343089,143602,192560,332891,133438,194505
MO,6,2026,0.28,13,0.32,55,67,,,,,,,588867,493931,28485,33395,13386,16041,2084,769364,628405,44018,52169,19406,21880,3556,374135,137236,230188,377140,135780,236206
MO,7,2026,0.45,81,0.5,99,94,,,,,,,594947,505834,29527,15694,11381,27157,2661,769365,636951,47001,25660,16582,37210,4168,364372,103422,254241,376524,105653,266226
MO,8,2026,0.43,70,0.26,40,46,,,,,,,595852,526013,11554,28048,6779,18170,593,769364,668098,18619,42819,9529,24152,916,366690,86665,274776,369388,83353,282416
MS,1,2022,0.47,87,0.38,70,67,167389,45238,122151,320286,96697,223589,570086,381596,17747,154218,7178,8903,476,740319,478666,28356,211581,9993,11778,711,333730,111535,217292,324051,99871,219880
MS,2,2022,0.35,38,0.13,7,31,180169,108285,71884,286841,177885,108956,571715,196358,11932,355293,4341,6097,352,740319,235188,16923,477741,5786,8335,546,333313,208181,121247,286655,171061,112641
MS,3,2022,0.36,45,0.25,37,39,187284,54803,132481,265159,0,265159,568068,350071,13512,184901,8337,11501,432,740320,438840,20969,253094,11518,16845,619,344969,128372,212292,323422,112896,207370
MS,4,2022,0.61,100,0.48,94,90,174258,42876,127813,290866,75771,215095,567730,387426,25446,128668,12861,12580,954,740321,486383,38972,181197,17634,16771,1359,301747,91310,205933,293879,82839,207853
MT,1,2022,0.35,40,0.2,25,33,247960,115265,123102,322266,143783,168529,432021,374714,15436,3109,6308,27900,952,542112,459816,22181,5120,9018,40729,1406,316599,143417,165186,322068,137407,174611
MT,2,2022,0.45,80,0.46,90,95,215672,43480,121979,275545,93713,181832,418102,352839,14472,4333,5247,38234,1016,542113,441502,23018,7617,7871,59849,1695,287041,101369,178416,280895,94499,177468
NC,1,2022,0.38,51,0.38,71,73,257776,134996,122780,,,,587954,294407,34475,242428,7455,12759,775,745670,353478,53419,317611,10252,17101,1126,392304,208361,179763,388167,197799,186157
NC,2,2022,0.34,37,0.32,55,55,294869,190714,104155,,,,573899,344999,53463,104319,63761,9873,868,745671,424954,79688,142141,90548,13730,1254,417070,264335,144753,426894,268172,149798
NC,3,2022,0.34,35,0.2,25,30,248898,82378,166520,,,,585030,394297,54635,110504,12844,14433,1964,745670,480017,83460,149319,18431,20052,2820,367320,134414,227412,385964,133883,247916
NC,4,2022,0.41,65,0.46,89,80,291425,194983,96442,,,,592756,329839,64683,157891,31762,12789,672,745670,391874,99043,204569,40511,17518,979,404869,270348,128685,412782,273087,132619
NC,5,2022,0.25,2,0.22,30,40,277548,102269,175279,,,,595196,450465,48509,74482,10675,12667,714,745670,541874,76259,99733,14598,16887,1093,404272,156407,242333,413013,157083,250364
NC,6,2022,0.43,71,0.4,76,69,258998,139553,116635,,,,584671,319769,46512,185050,25361,12383,724,745670,382880,72367,246160,35617,16932,1033,392408,217774,169200,396422,215762,174426
NC,7,2022,0.46,82,0.37,67,62,284269,120222,164047,,,,594014,385519,37158,112934,9487,50982,1206,745671,458210,58252,152193,13387,69624,1821,408496,175538,227496,435976,180696,250358
NC,8,2022,0.54,100,0.32,56,61,263190,79192,183998,,,,569673,414027,46621,82479,13481,13515,586,745671,519083,75294,114259,20443,18745,900,393595,127293,261151,412161,131631,275457
NC,9,2022,0.52,100,0.31,52,59,232655,101202,131453,,,,570806,336655,61245,140246,15819,21872,2178,745672,414600,95725,192995,22561,31239,3565,356568,161402,189802,364122,159415,200009
NC,10,2022,0.41,66,0.34,60,62,268207,73174,194681,,,,585700,459914,36793,61577,14150,13609,631,745670,564581,57487,85787,21145,18571,911,397247,117766,274555,417616,122660,290643
NC,11,2022,0.31,22,0.3,51,62,323912,144165,174232,,,,609830,516278,37585,24465,7885,21471,1332,745671,612896,56762,34267,11004,29170,1948,435522,192267,236407,444025,199204,237913
NC,12,2022,0.61,100,0.37,66,72,223908,140494,83414,,,,564821,247084,75014,203130,34463,11544,795,745671,302853,114645,274849,48463,16067,1159,366560,235497,125150,374823,237152,129174
NC,13,2022,0.46,82,0.3,49,61,277346,143090,134256,,,,559753,345730,62775,123379,18413,12281,841,745670,439262,100324,167817,26773,17491,1283,396809,198300,191578,425474,211006,206956
NC,14,2022,0.37,48,0.24,34,41,257752,148738,109014,,,,580996,350650,64843,120168,36849,11181,725,745671,425586,95871,162853,51716,15152,1065,391764,224590,160490,398943,226059,165151
NC,1,2024,0.36,44,0.26,40,45,,,,376324,186341,180034,587318,297776,35824,237420,6705,12925,891,745670,358722,56472,309743,9391,17339,1261,388262,195542,189041,380458,182367,194336
NC,2,2024,0.4,59,0.28,44,52,,,,405517,268662,128164,584067,332722,64157,140209,40031,10815,824,745670,400547,96435,188408,52943,14818,1220,411630,274360,129367,413074,271772,132620
NC,3,2024,0.31,23,0.25,37,40,,,,320841,0,248276,586125,382633,52590,125120,13954,13889,1925,745671,463854,79115,169697,19754,19230,2762,366386,148668,211947,382467,147302,230754
NC,4,2024,0.49,96,0.26,39,52,,,,428780,308064,112084,574606,320577,56330,124857,64835,10683,736,745671,395824,85915,162837,91532,14955,1034,420149,303334,109939,436896,312412,115447
NC,5,2024,0.24,0,0.22,30,37,,,,400694,162390,238304,596194,421313,38431,111648,14529,12141,654,745671,507354,59024,146858,20317,16024,925,400898,167125,228735,408268,165404,237629
NC,6,2024,0.41,63,0.3,49,48,,,,337320,0,233303,578293,382738,51069,111667,21727,13484,634,745671,466399,80826,153914,31495,18475,1005,381619,157036,218933,391691,159349,226292
NC,7,2024,0.54,100,0.29,47,54,,,,433534,179512,254022,593673,400999,39354,119140,11043,24895,1379,745671,478702,61609,160874,15766,34276,2172,415809,182076,227833,443202,188294,249694
NC,8,2024,0.32,27,0.27,44,43,,,,400349,161709,238640,563332,358376,44048,99678,21043,41818,685,745671,453271,69986,137312,31786,57697,1013,397224,160781,231187,409708,162358,241622
NC,9,2024,0.44,76,0.17,18,33,,,,373077,140852,210042,577673,359252,60786,129182,14884,18440,1736,745671,437637,94277,177432,20803,25877,2651,372135,157604,209219,382677,158552,219095
NC,10,2024,0.26,3,0.27,43,38,,,,406695,155383,233814,581822,404468,53640,96473,16563,12711,767,745670,493055,84946,130655,24131,17568,1131,397624,164108,227817,416353,168702,242192
NC,11,2024,0.26,5,0.26,41,53,,,,432523,186977,245546,609924,516985,37835,23682,7822,21489,1302,745670,613832,57087,33066,10934,29250,1914,433723,189678,237270,441237,196314,238078
NC,12,2024,0.57,100,0.28,45,61,,,,350755,259627,91128,580319,229032,87967,222293,36903,11502,852,745670,267498,131029,295073,48891,15630,1213,354216,262589,85342,355661,254946,91834
NC,13,2024,0.38,52,0.14,10,19,,,,415490,171835,243655,562248,372444,60116,109385,9134,13717,978,745670,470899,97421,149850,13969,19679,1678,389550,158090,225136,425637,174774,244879
NC,14,2024,0.29,18,0.16,15,20,,,,401256,168269,232987,579505,410318,42164,92298,23232,12850,648,745671,504554,64454,128834,33737,17461,978,395579,163301,227009,409053,171063,232469
NC,1,2026,0.42,70,0.33,57,59,,,,,,,596783,356476,27614,192997,7888,13381,1003,745671,426065,42659,251298,11397,17872,1423,413926,190436,218891,416845,182065,230368
NC,2,2026,0.4,59,0.28,44,52,,,,,,,584067,332722,64157,140209,40031,10815,824,745670,400547,96435,188408,52943,14818,1220,411630,274360,129367,413074,271772,132620
NC,3,2026,0.57,100,0.27,42,53,,,,,,,576660,323933,60800,169543,12771,13433,1813,745670,396511,92928,228142,17748,18697,2600,340722,153774,182097,346080,147604,194722
NC,4,2026,0.49,96,0.26,39,52,,,,,,,574606,320577,56330,124857,64835,10683,736,745671,395824,85915,162837,91532,14955,1034,420149,303334,109939,436896,312412,115447
NC,5,2026,0.24,0,0.22,30,37,,,,,,,596194,421313,38431,111648,14529,12141,654,745671,507354,59024,146858,20317,16024,925,400898,167125,228735,408268,165404,237629
NC,6,2026,0.41,63,0.3,49,48,,,,,,,578293,382738,51069,111667,21727,13484,634,745671,466399,80826,153914,31495,18475,1005,381619,157036,218933,391691,159349,226292
NC,7,2026,0.54,100,0.29,47,54,,,,,,,593673,400999,39354,119140,11043,24895,1379,745671,478702,61609,160874,15766,34276,2172,415809,182076,227833,443202,188294,249694
NC,8,2026,0.32,27,0.27,44,43,,,,,,,563332,358376,44048,99678,21043,41818,685,745671,453271,69986,137312,31786,57697,1013,397224,160781,231187,409708,162358,241622
NC,9,2026,0.44,76,0.17,18,33,,,,,,,577673,359252,60786,129182,14884,18440,1736,745671,437637,94277,177432,20803,25877,2651,372135,157604,209219,382677,158552,219095
NC,10,2026,0.26,3,0.27,43,38,,,,,,,581822,404468,53640,96473,16563,12711,767,745670,493055,84946,130655,24131,17568,1131,397624,164108,227817,416353,168702,242192
NC,11,2026,0.26,5,0.26,41,53,,,,,,,609924,516985,37835,23682,7822,21489,1302,745670,613832,57087,33066,10934,29250,1914,433723,189678,237270,441237,196314,238078
NC,12,2026,0.57,100,0.28,45,61,,,,,,,580319,229032,87967,222293,36903,11502,852,745670,267498,131029,295073,48891,15630,1213,354216,262589,85342,355661,254946,91834
NC,13,2026,0.38,52,0.14,10,19,,,,,,,562248,372444,60116,109385,9134,13717,978,745670,470899,97421,149850,13969,19679,1678,389550,158090,225136,425637,174774,244879
NC,14,2026,0.29,18,0.16,15,20,,,,,,,579505,410318,42164,92298,23232,12850,648,745671,504554,64454,128834,33737,17461,978,395579,163301,227009,409053,171063,232469
ND,AL,2022,0.43,70,0.44,84,99,238586,0,148399,359787,0,249101,596093,503153,21603,21444,13192,35031,1361,779094,636160,33412,34499,18675,55777,2086,362024,115042,235751,368155,112327,246505
NE,1,2022,0.38,51,0.25,36,41,223165,93929,129236,312057,124498,187559,495560,401792,44433,19981,18138,10566,898,653822,509174,71208,33246,25567,16109,1381,316213,136856,171834,318301,136153,177663
NE,2,2022,0.38,52,0.38,69,78,219470,106807,112663,314567,154369,160198,484492,348415,51311,50868,23937,11089,922,653847,443338,83564,78430,35895,17015,1391,313187,163346,143563,316693,163541,148908
NE,3,2022,0.29,17,0.28,45,61,220552,34836,172700,302768,59287,243481,496075,419048,49553,7803,5269,14009,807,653835,532175,79943,13097,7544,22136,1297,322312,74381,241449,312165,70301,238245
NH,1,2022,0.33,34,0.16,15,21,309962,167391,142229,416562,218577,185936,560816,499334,19760,11525,16617,9099,624,688764,601086,29821,17875,22820,11912,915,403198,210310,186410,413940,208186,199942
NH,2,2022,0.3,20,0.16,16,31,307584,171636,135579,414424,211641,187810,559864,496417,20040,10247,17205,10205,591,688765,599563,29633,15123,24041,13556,877,400635,214627,179250,412249,210302,195581
NJ,1,2022,0.46,83,0.38,70,67,223884,139559,78794,361060,208808,144390,604707,381282,76390,107906,36302,9840,979,773585,459821,115580,149917,48631,13847,1402,402401,247673,149308,"376,377","220,600","150,098"
NJ,2,2022,0.33,32,0.26,40,34,236484,94522,139217,371620,153117,215946,616758,415583,91163,77944,26215,12116,1032,773584,494194,134110,106165,35010,16672,1509,410267,192116,212723,"386,844","166,360","214,917"
NJ,3,2022,0.35,39,0.25,36,31,271376,150498,118415,379484,202034,169454,614191,404599,60160,87116,56304,8355,861,773586,491248,87333,113155,75966,11462,1205,440507,248448,186277,"398,668","212,712","179,400"
NJ,4,2022,0.5,100,0.28,45,53,258962,81233,173288,394228,124803,265652,589130,482913,53575,24859,19149,6746,499,773586,622261,79615,35144,25309,9370,710,428872,163477,259866,"416,430","142,650","268,072"
NJ,5,2022,0.24,0,0.24,36,33,265943,145559,117873,381889,208359,165287,610580,373723,91062,42867,101764,6469,804,773585,457907,125578,56183,133911,9046,1034,432502,240337,186713,"402,838","200,624","194,528"
NJ,6,2022,0.26,4,0.15,12,14,184919,106238,75839,303681,170275,122519,611210,276011,134818,77733,120399,8782,912,773586,323138,189896,102923,157258,12083,1179,334105,197763,131984,"321,741","167,151","146,484"
NJ,7,2022,0.46,83,0.2,26,36,310093,150701,159392,431398,200025,223331,609441,447713,65743,35818,53000,6405,599,773584,547950,94192,48691,74242,8849,863,462052,235720,218813,"446,499","216,349","221,591"
NJ,8,2022,0.26,6,0.11,2,11,106473,78382,24957,196765,116434,68152,611790,164003,299470,68409,81566,13668,1364,773584,192335,394709,90811,99570,17962,1738,239751,172263,64970,"222,455","135,328","81,523"
NJ,9,2022,0.28,11,0.17,16,15,149984,82457,65365,257013,130514,117939,601128,245792,234804,65585,60860,11499,959,773584,295557,321423,88057,77759,15691,1314,315008,185789,125877,"286,539","137,598","140,858"
NJ,10,2022,0.32,26,0.11,4,13,129707,100710,25993,244577,182020,54405,597968,121366,120022,315201,44871,8731,1171,773584,145060,164996,413874,55759,11889,1514,292250,236302,53598,"263,460","196,329","62,565"
NJ,11,2022,0.52,100,0.21,28,49,273664,161436,109952,393751,222583,164556,609524,390025,92745,47561,75748,6346,669,773584,476809,127683,62124,103444,8804,906,437004,252518,179005,"411,672","219,563","183,688"
NJ,12,2022,0.33,33,0.17,18,29,198227,125127,71175,321660,196871,117222,604883,263386,116047,106823,117700,8700,953,773584,308278,166222,139348,160007,12190,1245,354634,235929,114140,"339,201","205,449","124,491"
NM,1,2022,0.43,73,0.29,48,53,280671,156462,124151,342749,193203,149546,564033,278556,212166,20639,22125,40712,1748,705832,321344,288643,29771,29953,56141,2555,359119,201152,149216,348082,194846,150029
NM,2,2022,0.35,42,0.29,48,50,192673,96986,95636,265322,138177,127145,534358,177682,299999,15151,9810,42357,1383,705846,207762,423032,22640,13380,58605,1961,264910,137454,121870,267859,130520,135451
NM,3,2022,0.32,27,0.26,41,38,230782,134217,96565,288427,162342,126085,540598,207824,214599,10632,9287,105408,1073,705844,243846,299136,15998,12664,148869,1496,299936,163008,130808,293752,153389,137901
NV,1,2022,0.56,100,0.43,82,81,224349,115700,103115,322899,167885,143650,599975,263524,193093,70437,62414,17822,8557,775836,307272,279804,101089,79837,23651,12572,324302,172630,144981,335236,168436,160856
